YEAR,[ID],INSTITUTION,MEDSCHL,City,STATE,INSTTYPE,Tot Res Exp,Tot Lic/Opt Exe,Fed Res Exp,Ind Res Exp,Leg Fees,Reimb Leg Fee,Act Lic,Excl Lic/Opt.,Lic w Equ,Tot Lic Lg Co,Tot Lic Sm Co,Tot Lic St-Ups,Tot Discl Lic,Non-Excl Lic/Opt,Lic Iss,Opt Iss,NEWCOMPSUPP,Lic Inc Equ,Lic $1mm+,Lic Gen Inc,Lic Gen Run Roy,Lic Inc Other,Lic Inc Pd Oth,Gross Lic Inc,Lic Inc Run Roy,Inv Dis Rec,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Tot Pat App Fld,Iss US Pat,New Prod,Cum Op St-Ups,St-Ups Cld,St-Ups in Home St,St-Ups Formed,St-Ups w Equ,Lic FTEs,Oth FTEs,Transit Score,Bike Score,AirQualityIndex,Airports,Crime Rate,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born
2014,71510,Fred Hutchinson Cancer Research Center,No,Seattle,WA,4HRI,314100000,9,283700000,9800000, , ,,7,,,,,20,2,9,,,0,3,146,115,13122759, ,22980481,9857722,41,12,,12,,,,,,,2,2,2, , ,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2013,71510,Fred Hutchinson Cancer Research Center,No,Seattle,WA,4HRI,328800000,18,302300000,6679000,941278,308669,214,0,1,4,12,2,15,17,17,1,,0,2,150,111,3382975, ,10684882,7301907,38,18,0,18,0,43,6,5,,,,,, , ,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2012,71510,Fred Hutchinson Cancer Research Center,No,Seattle,WA,4HRI,350324000,16,328804000,5442000,1057343,554850,195,4,1,9,4,3,14,12,16,0,0,0,1,132,104,1531475,4380267,10444290,8912815,42,29,0,29,0,48,7,6,4,0,1,1,1,4.5,4,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2011,71510,Fred Hutchinson Cancer Research Center,No,Seattle,WA,4HRI,351701000,18,317185000,5802000,1076869,626090,164,0,0,7,11,0,14,17,17,1,0,0,1,135,103,567333,3126826,13196456,12629123,46,14,0,14,0,30,4,7,5,0,0,0,2,4.5,4,60,71,40,1,47.97,35.5,345659,338784,684443,29364,119840
2012,71543,George Mason University,No,Fairfax,VA,5U,96771020,1,82317928,1004006,376554,38354,,0,0,1,0,0,1,1,1,0,,0,0,8,3,88470,6873,119361,30891,28,20,0,18,2,59,22,1,8,,0,0,0,1,4,38,55,39,3,17.95,36,34749,37033,71782,3779,27797
2011,71543,George Mason University,No,Fairfax,VA,5U,91556982,6,78187475,733132,427650,74509,,4,3,1,0,5,10,2,6,0,,0,0,8,5,80000,10000,123372,43372,46,76,8,33,35,68,29,,,,2,4,,1.85,3.15,38,55,39,3,17.95,36,34749,37033,71782,3779,27797
2010,71543,George Mason University,No,Fairfax,VA,5U,100286575,6,85719417,759540,383408,162337,19,5,1,1,2,3,13,0,5,1,387,0,0,8,3,104500,12143,110375,5875,61,44,0,41,3,86,24,4,12,0,1,2,2,1.85,3.15,38,55,39,3,17.95,36,34749,37033,71782,3779,27797
2015,71580,H. Lee Moffitt Cancer Center & Research Institution,No,Tampa,FL,4HRI,133090672,19,28880689,4665706,764070,62239,33,3,0,4,3,12,22,1,4,15,0,0,1,42,7,13900750,128,13903344,2594,37,39,0,39,0,39,13,,8,0,2,2,2,2,10,31,55,33,1,48.43,35.3,175517,193511,369028,20636,58795
2014,71580,H. Lee Moffitt Cancer Center & Research Institution,No,Tampa,FL,4HRI,120292692,21,36573538,2795948,708058,13030,59,4,2,7,6,8,35,1,5,16,0,0,0,23,8,157216,15473,160634,3418,49,49,0,49,0,49,16,,10,3,0,2,0,2,9,31,55,33,1,48.43,35.3,175517,193511,369028,20636,58795
2013,71580,H. Lee Moffitt Cancer Center & Research Institution,No,Tampa,FL,4HRI,114741171,21,41355048,3215312,466488,73811,48,9,0,8,3,10,29,0,9,12,0,0,0,20,8,223352,22908,226792,3440,39,34,0,34,0,34,5,,9,3,2,2,0,2,9,31,55,33,1,48.43,35.3,175517,193511,369028,20636,58795
2012,71580,H. Lee Moffitt Cancer Center & Research Institution,No,Tampa,FL,4HRI,124282365,24,53954128,5528163,491825,60337,39,10,6,3,6,15,22,4,14,10,0,0,0,28,6,208281,29341,212754,4473,52,36,0,36,0,90,6,1,10,1,3,5,3,3,10,31,55,33,1,48.43,35.3,175517,193511,369028,20636,58795
2011,71580,H. Lee Moffitt Cancer Center & Research Institution,No,Tampa,FL,4HRI,131821651,19,58703463,6640932,420438,37460,23,2,1,8,7,4,26,9,11,8,0,0,0,24,3,213308,19102,216135,2827,56,42,0,42,0,77,6,,4,2,1,1,1,3,8,31,55,33,1,48.43,35.3,175517,193511,369028,20636,58795
2010,71580,Fred Hutchinson Cancer Research Center,No,Tampa,WA,4HRI,320158000,17,287217000,6779000,1112442,944672,186,3,2,5,10,2,19,14,17,0,0,0,2,124,95,1631893,149173,12824153,11192260,40,12,0,12,0,30,6,11,5,0,2,2,2,4,4.5,31,55,33,1,48.43,35.3,175517,193511,369028,20636,58795
2010,71580,H. Lee Moffitt Cancer Center & Research Institution,No,Tampa,FL,4HRI,124799361,18,50251519,9784279,358985,104986,26,7,8,6,2,10,13,5,12,6,0,0,0,25,2,279189,24301,279772,583,32,22,0,22,0,31,5,6,3,0,2,3,2,3,8,31,55,33,1,48.43,35.3,175517,193511,369028,20636,58795
2015,71588,Harvard University,Yes,Cambridge,MA,5U,795700000,83,577500000,48800000,14506042,9108393,679,25,13,,,14,,32,57,26,,2747663,1,371,151,7571439,1538498,16086297,5767195,450,243,3,239,1,554,125,,,,11,14,,11.3,29.9,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2014,71588,Harvard University,Yes,Cambridge,MA,5U,811900000,81,608400000,47800000,14065924,8626833,699,17,6,,,10,,31,48,33,,2421654,3,270,113,8866311,1747969,17332059,6044094,452,251,4,241,6,543,89,1,,,4,10,,12,27.1,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2013,71588,Harvard University,Yes,Cambridge,MA,5U,821200000,77,639000000,39600000,12390982,6321368,603,21,6,,,9,106,29,50,27,,2066251,2,265,102,8484228,1957749,15166543,4616064,414,242,1,236,5,497,76,,,,3,9,6,12.4,26.9,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2012,71588,Harvard University,Yes,Cambridge,MA,5U,823300000,78,656100000,36800000,10702507,6941500,595,19,7,,,10,,24,43,35,,394377,1,244,92,6726622,1497863,11390691,4269692,368,204,3,200,1,398,65,,,,8,10,7,12.4,27.4,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2011,71588,Harvard University,Yes,Cambridge,MA,5U,833200000,85,677700000,27600000,9048492,6379825,528,23,10,43,33,9,134,39,62,23,0,266216,2,268,202,8555529,1351253,13811527,4989782,351,213,1,209,3,466,60,5,,,5,9,,11.5,22.2,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2010,71588,Harvard University,Yes,Cambridge,MA,5U,769500000,67,612100000,25900000,9074541,6127541,547,15,6,32,25,10,111,32,47,20,0,294315,1,247,113,4760829,404944,10052098,4996954,301,154,1,148,5,400,39,9,63,6,3,8,7,10.3,21.2,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2015,71648,University of Louisville,Yes,Louisville,KY,5U,179498440,21,68068586,4998630,1178585,318301,146,9,2,1,11,9,47,1,10,11,,1346714,1,28,14,140500,0,1513590,26376,94,36,0,35,1,81,23,,,,,,,3,5.5,56,79,46,1,64.34,37.5,298451,316938,615389,39364,37875
2014,71648,University of Louisville,Yes,Louisville,KY,5U,183376000,20,65849000,8175000,1433772,573581,137,8,2,3,12,5,33,2,10,10,,0,1,26,10,3983500,4000,3999699,16199,76,20,0,20,0,87,24,,,,,,,3,6,56,79,46,1,64.34,37.5,298451,316938,615389,39364,37875
2013,71648,University of Louisville,Yes,Louisville,KY,5U,186800000,27,78100000, ,1400294,460780,,8,,,,,,1,9,18,, ,0,,, , ,208645, ,105,37,0,35,2,87,18,,,,,,,3.5,6.5,56,79,46,1,64.34,37.5,298451,316938,615389,39364,37875
2011,71648,University of Louisville,Yes,Louisville,KY,5U,197438000,13,96010000,6405000, ,708537,,7,,,,,26,1,8,5,, ,,,, , ,154809, ,109,43,0,41,2,122,13,,,,,,,6,7,56,79,46,1,64.34,37.5,298451,316938,615389,39364,37875
2010,71648,University of Louisville,Yes,Louisville,KY,5U,189090000,6,93260000,6084000, ,374739,,,,,,,,,3,3,0, ,,,, , ,157439, ,105,,,,,87,8,0,,,,,,7,5,56,79,46,1,64.34,37.5,298451,316938,615389,39364,37875
2015,71681,Iowa State University,No,Ames,IA,5U,351970275,108,159452037,16611420,955041,377933,339,13,1,16,88,4,69,83,96,12,,0,1,140,120,19800,0,3216722,3196922,130,67,3,33,31,71,31,14,23,1,4,4,1,6.92,7.33,,69,39,1,15.83,23,33814,31238,65052,2265,8606
2014,71681,Iowa State University,No,Ames,IA,5U,355087455,59,157106735,21555811,953168,506651,278,2,0,15,41,3,26,42,44,15,35,0,1,159,142,121242,45594,4812786,4691544,113,37,1,28,8,67,33,11,20,8,3,3,0,6.1,6.84,,69,39,1,15.83,23,33814,31238,65052,2265,8606
2013,71681,Iowa State University,No,Ames,IA,5U,300829796,79,154900333,17883552,902035,479397,371,12,0,16,61,2,51,65,77,2,35,0,1,151,137,97530,34834,9108374,9010844,98,25,0,19,6,59,24,2,25,8,1,2,0,6.25,6,,69,39,1,15.83,23,33814,31238,65052,2265,8606
2012,71681,Iowa State University,No,Ames,IA,5U,294848215,49,151126392,17241098,792578,235751,316,3,0,9,40,0,44,37,40,9,154,0,1,164,147,117860,52655,9902357,9784497,102,33,0,27,6,85,16,10,31,3,0,0,0,7.5,7,,69,39,1,15.83,23,33814,31238,65052,2265,8606
2011,71681,Iowa State University,No,Ames,IA,5U,300393610,46,149304645,20863640,929388,533678,348,3,0,8,36,2,29,41,44,2,37,0,1,178,172,98508,35100,11307534,11209026,106,42,1,39,2,89,25,4,34,1,2,2,0,7,6,,69,39,1,15.83,23,33814,31238,65052,2265,8606
2010,71681,Iowa State University,No,Ames,IA,5U,280956000,83,140297000,15686000,916844,432580,448,6,0,9,74,0,54,73,79,4,45,0,1,240,227,1228376,19475,9402563,8174187,111,60,1,44,15,70,29,15,33,1,0,0,0,7.5,7.5,,69,39,1,15.83,23,33814,31238,65052,2265,8606
2015,71711,Johns Hopkins University,Yes,Baltimore,MD,5U,1549936035,149,1256238912,69139900,8730513,3835846,692,37,18,38,95,16,236,94,131,18,27,307743,1,478,171,13135199,3236323,17928606,4485664,517,248,0,241,7,664,122,56,80,3,15,16,13,18.4,37.2,53,53,43,1,73.1,34.7,294027,327822,621849,29540,49857
2014,71711,Johns Hopkins University,Yes,Baltimore,MD,5U,1604601203,123,1266184933,78709168,7555259,4134360,713,25,11,40,70,13,139,81,106,17,26,1227916,2,376,144,10516922,1119860,16526573,4781735,453,226,2,200,24,555,94,148,67,3,10,13,11,21.75,34,53,53,43,1,73.1,34.7,294027,327822,621849,29540,49857
2013,71711,Johns Hopkins University,Yes,Baltimore,MD,5U,1605387000,115,1269682973,75154282,6613487,3670460,659,20,3,42,65,8,205,83,103,12,,22995,3,365,150,13150728,838596,17640549,4466826,441,225,0,195,30,550,78,26,,,5,8,6,17.58,36.42,53,53,43,1,73.1,34.7,294027,327822,621849,29540,49857
2012,71711,Johns Hopkins University,Yes,Baltimore,MD,5U,1509520000,157,1171387883,128852667,7531478,4443101,607,21,2,68,81,8,252,117,138,19,,38645,1,396,112,9935759,1239355,15940401,5965997,427,523,0,404,119,609,79,1,110,0,4,8,1,16.58,30.08,53,53,43,1,73.1,34.7,294027,327822,621849,29540,49857
2011,71711,Johns Hopkins University,Yes,Baltimore,MD,5U,1517905000,159,1177894280,119914495,7307426,3769203,618,34,1,72,68,19,316,106,140,19,13,36120,0,249,79,10115283,947839,15285555,5134152,409,577,2,451,124,638,58,10,102,0,17,11,1,11.33,36.02,53,53,43,1,73.1,34.7,294027,327822,621849,29540,49857
2010,71711,Johns Hopkins University,Yes,Baltimore,MD,5U,1462975000,104,1135268600,115575000,6817839,4265280,568,23,5,48,45,11,144,62,85,19,2,467011,1,208,67,7228307,918805,12413714,4718396,355,449,0,351,98,529,53,1,83,2,3,11,5,11.13,29.8,53,53,43,1,73.1,34.7,294027,327822,621849,29540,49857
2015,71717,Kansas State University Research Foundation,No,Manhattan,KS,5U,188721000,11,69918000,4676000,402507,215350,70,6,1,1,8,2,10,4,10,1,14,0,1,45,31,1783697,1913,3203223,1419526,63,23,0,23,0,55,7,2,9,1,1,2,0,4,2,,54,44,1,36.16,27.4,45592,48324,93916,2986,8701
2014,71717,Kansas State University Research Foundation,No,Manhattan,KS,5U,122220758,18,78705750,17040407,244026,110441,70,13,1,5,11,2,20,0,13,5,10,0,0,45,29,650435,3825,2134270,1483835,60,24,0,24,0,51,17,2,8,0,1,1,1,2.55,2.2,,54,44,1,36.16,27.4,45592,48324,93916,2986,8701
2013,71717,Kansas State University Research Foundation,No,Manhattan,KS,5U,137786527,15,91045371,5194709,270322,202859,63,7,1,4,8,3,20,5,12,3,1,0,0,43,26,808015,0,2266808,1458793,29,18,0,17,1,39,2,,7,0,1,3,1,3.15,2.25,,54,44,1,36.16,27.4,45592,48324,93916,2986,8701
2012,71717,Kansas State University Research Foundation,No,Manhattan,KS,5U,134349707,11,97941080,5244339,400895,239583,55,1,0,1,10,0,12,8,9,2,11,0,0,39,27,295916,0,1596200,1300284,39,19,0,19,0,43,6,6,4,1,0,0,0,3.25,2.25,,54,44,1,36.16,27.4,45592,48324,93916,2986,8701
2011,71717,Kansas State University Research Foundation,No,Manhattan,KS,5U,124587415,6,101040059,3419263,386905,231313,47,3,0,3,3,0,11,1,4,2,0,0,0,43,31,275477,0,1562758,1287281,34,26,0,26,0,33,4,2,5,1,0,0,0,3.35,2.25,,54,44,1,36.16,27.4,45592,48324,93916,2986,8701
2010,71717,Kansas State University Research Foundation,No,Manhattan,KS,5U,117320287,4,91992154,3615216,334870,186526,50,2,0,0,4,0,5,1,3,1,0,0,0,42,28,342476,0,1468592,1126116,27,18,0,18,0,26,11,3,6,2,0,0,0,3,2.5,,54,44,1,36.16,27.4,45592,48324,93916,2986,8701
2015,71788,The General Hospital dba Massachusetts General Hospital,No,Boston,MA,4HRI,800906919,75,377233128,61198128,8976753,5139067,74,22,2,,,,92,35,57,18,, ,11,238,98, ,5061903,79690687, ,318,675,137,381,119,608,80,,,,,,,16,21,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2014,71788,The General Hospital dba Massachusetts General Hospital,No,Boston,MA,4HRI,759926000,105,337532000,58444000, , ,,31,,,,,,43,74,31,,21262,,,,13656738, ,68906000,55228000,366,253,0,253,0,544,86,,,,,6,, , ,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2013,71788,The General Hospital dba Massachusetts General Hospital,No,Boston,MA,4HRI,786214000,111,465050000,55115000,7519920,3040757,857,32,4,,,,8,46,78,33,,12743,9,246,102,9831482,7324808,75897375,66053150,377,217,0,215,2,511,76,,,,,14,,18.5,14.5,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2012,71788,The General Hospital dba Massachusetts General Hospital,No,Boston,MA,4HRI,755675000,196,414461000,53864000,7315800,5587307,668,55,2,,,3,11,111,166,30,0,0,11,214,79,18122073,12553105,99684227,81562154,322,146,0,144,2,379,90,,,0,3,3,,18.5,14.5,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2011,71788,The General Hospital dba Massachusetts General Hospital,No,Boston,MA,4HRI,742107000,127,415951000,52497000,7564336,4057893,685,28,5,43,70,14,24,69,97,30,0,62897,11,250,88,27257222,8903045,93289525,65969406,304,182,0,176,6,455,89,3,78,1,6,14,3,19.5,14.5,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2010,71788,The General Hospital dba Massachusetts General Hospital,No,Boston,MA,4HRI,673984000,120,383098000,44487000,6291081,2565059,739,16,4,86,22,12,28,85,101,19,0,255000,11,212,94,28420278,5884444,77091503,48416225,261,127,1,117,9,328,72,7,76,0,4,6,1,21.5,14.5,72,69,35,3,42.39,31.8,322149,347320,669469,18350,190123
2015,71789,Massachusetts Institute of Technology (MIT),No,Cambridge,MA,5U,1633891000,124,1396980000,119240000,20380000,10970000,1078,38,5,48,38,38,227,53,91,33,0,840000,5,357,108,3000000,3810000,34770000,30930000,795,465,0,425,34,959,314,,,,16,28,5,23,21,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2014,71789,Massachusetts Institute of Technology (MIT),No,Cambridge,MA,5U,1521411000,112,1263949551,112378969,19160000,10770000,1061,34,10,47,32,33,221,51,85,27,,630000,9,372,117,27500000,3960000,67870000,39740000,743,509,0,481,28,934,304,,,1,15,20,6,23,18,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2013,71789,Massachusetts Institute of Technology (MIT),No,Cambridge,MA,5U,1605975000,103,1348408954,106447700,18900000,9860000,978,17,5,44,28,31,372,44,61,42,0,3590000,9,272,110,20000000,4790000,69730000,46140000,672,449,0,404,45,932,290,,,,12,14,1,23,18,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2012,71789,Massachusetts Institute of Technology (MIT),No,Cambridge,MA,5U,1555965000,107,1316784349,109744829,16500000,10430000,956,25,8,42,40,25,210,55,80,27,0,2750000,15,375,127,80230000,6070000,137070000,54090000,690,426,0,370,56,736,219,,0,0,14,16,4,21,16,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2011,71789,Massachusetts Institute of Technology (MIT),No,Cambridge,MA,5U,1490429000,119,1273119078,100762512,17630000,9300000,946,30,4,43,47,29,391,57,87,32,,3260000,14,394,120,3270000,4600000,76120000,69590000,603,652,0,299,353,667,174,,,,17,25,4,20,15,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2010,71789,Massachusetts Institute of Technology (MIT),No,Cambridge,MA,5U,1400945000,96,1187845414,93329833,15300000,8760000,919,16,2,36,38,22,162,45,61,35,,1110000,14,359,109,7980000,4490000,69200000,60110000,521,535,0,236,299,569,172,,,,10,17,2,20,15,70,96,35,3,31.49,31.5,55421,54981,110402,2495,27757
2015,71822,Medical College of Wisconsin Research Foundation,Yes,Milwaukee,WI,5U,138730287,7,107495294,9964451,525471,460279,62,3,2,1,4,2,15,3,6,1,0,673333,0,22,14,453930,295108,1178819,51556,50,20,1,19,0,31,6,2,12,,2,2,2,3,1.2,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2014,71822,Medical College of Wisconsin Research Foundation,Yes,Milwaukee,WI,5U,138125927,7,109218894,8562188,676245,565795,52,4,0,3,1,3,8,1,5,2,0,0,0,22,14,52177,0,112376,60199,43,15,0,14,0,25,6,,17,0,0,1,0,3,0,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2013,71822,Medical College of Wisconsin Research Foundation,Yes,Milwaukee,WI,5U,143807297,3,115822263,7648218,329012,196721,55,2,0,1,1,1,4,0,2,1,0,0,0,25,21,205836,0,241547,35711,42,11,0,11,0,27,8,1,13,0,0,1,0,3,0,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2012,71822,Medical College of Wisconsin Research Foundation,Yes,Milwaukee,WI,5U,152373097,5,123841737,8707069,384733,243340,51,4,1,4,0,1,8,1,5,0,0,0,0,33,22,402016,0,432108,30092,36,7,0,7,0,19,4,3,15,1,1,1,1,2,0,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
2011,71822,Medical College of Wisconsin Research Foundation,Yes,Milwaukee,WI,5U,161151167,3,131237390,8666963,505265,188739,52,3,1,1,0,2,6,0,3,0,,0,0,24,21,283178,0,426035,142857,32,5,0,5,0,15,8,,13,0,1,2,1,2,0,49,58,42,1,63.46,31.6,286315,313839,600154,20615,58321
